link,title,addr,dientich,bedroom,bathroom,price,day
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2-tang-kiet-4m-kiet-trung-nhi-da-nang-id21455703,"Bán nhà 2 Tầng ,Kiệt 4m, kiệt Trưng Nhị - Đà Nẵng","Quận Hải Châu, Đà Nẵng",83 m2,3 PN,2 WC,4 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2-tang-kiet-3m-duong-nui-thanh-da-nang-id21456285,"""Bán Nhà 2 Tầng, Kiệt 3m đường Núi Thành, Đà Nẵng","Quận Hải Châu, Đà Nẵng",47 m2,2 PN,2 WC,3 tỷ 200 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-kiet-5m-k54-nguyen-thanh-han-da-nang-id21456811,"Bán nhà  3 Tầng, Kiệt 5m, k54 Nguyễn Thành Hãn - Đà Nẵng","Quận Hải Châu, Đà Nẵng",84 m2,3 PN,3 WC,4 tỷ 600 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-moi-3-tang-mat-tien-thi-sach-da-nang-id21462972,"""Bán nhà mới 3 Tầng - mặt tiền - Thi Sách - Đà Nẵng","Quận Hải Châu, Đà Nẵng",60 m2,3 PN,4 WC,6 tỷ 800 triệu,28/05/2022
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-moi-2-tang-mat-tien-tran-thu-do-da-nang-id21469002,"""Bán nhà mới 2 Tầng – mặt tiền - Trần Thủ Độ  - Đà Nẵng","Quận Cẩm Lệ, Đà Nẵng",97 m2,4 PN,2 WC,7 tỷ 200 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-mat-tien-ha-huy-giap-q-hai-chau-da-nang-id21466569,"💥💥 Bán Đất mặt tiền Hà Huy Giáp, Q. Hải Châu, Đà Nẵng 💥💥","Quận Hải Châu, Đà Nẵng",84 m2,0 PN,0 WC,5 tỷ 800 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-155m2-mat-tien-nui-thanh-p-hoa-cuong-bac-q-hai-chau-id21506228,"💥💥Bán Đất 155m2, mặt tiền Núi Thành, P. Hòa Cường Bắc, Q. Hải Châu","Quận Hải Châu, Đà Nẵng",155 m2,0 PN,0 WC,11 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-72m2-hem-tran-duc-thao-q-hai-chau-da-nang-id21506410,"💥💥Bán Đất 72m2, hẻm Trần Đức Thảo, Q. Hải Châu, Đà Nẵng💥💥","Quận Hải Châu, Đà Nẵng",72 m2,0 PN,0 WC,2 tỷ 350 triệu,28/05/2022
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-nha-cap-4-kiet-thai-thi-boi-thanh-khe-da-nang-id21595551,"💥💥Bán Nhà Cấp 4, kiệt Thái Thị Bôi, Thanh Khê, Đà Nẵng","Quận Thanh Khê, Đà Nẵng",62 m2,2 PN,1 WC,2 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-hem-k50-binh-an-7-da-nang-dia-chi-p-hoa-cuong-bac-id21455659,"Bán nhà 3 tầng hẻm K50 Bình An 7, Đà Nẵng - Địa chỉ: P. Hòa Cường Bắc","Quận Hải Châu, Đà Nẵng",36 m2,3 PN,2 WC,2 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mt-le-sat-da-nang-id21456238,"""Bán nhà 3 Tầng , MT Lê Sát - Đà Nẵng","Quận Hải Châu, Đà Nẵng",72 m2,5 PN,4 WC,6 tỷ 900 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-kiet-to-huu-q-hai-chau-da-nang-id21456831,"💥💥 Bán Nhà 3 tầng, kiệt Tố Hữu, Q. Hải Châu, Đà Nẵng 💥💥","Quận Hải Châu, Đà Nẵng",42 m2,3 PN,3 WC,3 tỷ 150 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-67m2-mat-tien-le-anh-xuan-q-hai-chau-da-nang-id21493919,"💥💥Bán Nhà 3 Tầng 67m2, mặt tiền Lê Anh Xuân, Q. Hải Châu, Đà Nẵng💥","Quận Hải Châu, Đà Nẵng",67 m2,3 PN,3 WC,5 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-90m2-mat-tien-le-sat-q-hai-chau-da-nang-id21493917,"💥💥Bán Nhà 90m2, mặt tiền Lê Sát, Q. Hải Châu, Đà Nẵng💥💥","Quận Hải Châu, Đà Nẵng",90 m2,7 PN,7 WC,7 tỷ 800 triệu,28/05/2022
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-2-tang-mat-tien-chu-manh-trinh-q-cam-le-da-nang-id21505782,"💥💥 Bán Nhà 2 Tầng, mặt tiền Chu Mạnh Trinh, Q. Cẩm Lệ, Đà Nẵng 💥💥","Quận Cẩm Lệ, Đà Nẵng",75 m2,3 PN,2 WC,5 tỷ 250 triệu,28/05/2022
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-tang-nha-kiet-nguyen-van-thoai-son-tra-da-nang-id21569934,"💥💥Bán Đất, tặng nhà kiệt Nguyễn Văn Thoại, Sơn Trà, Đà Nẵng","Quận Sơn Trà, Đà Nẵng",136 m2,0 PN,0 WC,9 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-tang-nha-kiet-nguyen-van-thoai-son-tra-da-nang-id21569937,"💥💥Bán Đất, tặng nhà kiệt Nguyễn Văn Thoại, Sơn Trà, Đà Nẵng","Quận Sơn Trà, Đà Nẵng",117 m2,0 PN,0 WC,8 tỷ 250 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-nguyen-duc-canh-hai-chau-da-nang-id21569938,"💥💥Bán Nhà 3 tầng, mặt tiền Nguyễn Đức Cảnh, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",80 m2,4 PN,4 WC,7 tỷ,28/05/2022
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-2-tang-2-mat-tien-truoc-va-sau-duong-dinh-thi-van-da-nang-id21402593,"Bán nhà 2 tầng 2 mặt tiền (trước và sau) đường Đinh Thị Vân, Đà Nẵng","Quận Thanh Khê, Đà Nẵng",100 m2,0 PN,1 WC,5 tỷ 950 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-dat-tang-nha-cap-4-mat-tien-duong-ho-tong-thoc-da-nang-id21421502,"Bán đất tặng nhà cấp 4 mặt tiền đường Hồ Tông Thốc, Đà Nẵng","Quận Hải Châu, Đà Nẵng",92 m2,2 PN,1 WC,5 tỷ 700 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-nui-thanh-hai-chau-da-nang-id21569981,"💥💥Bán Nhà 3 tầng, mặt tiền Núi Thành, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",234 m2,7 PN,7 WC,35 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-nui-thanh-hai-chau-da-nang-id21569988,"💥💥Bán Nhà mặt tiền Núi Thành, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",162 m2,3 PN,3 WC,19 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-5-tang-mat-tien-hung-vuong-hai-chau-da-nang-id21569984,"💥💥Bán Nhà 3.5 tầng, mặt tiền Hùng Vương, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",108 m2,5 PN,5 WC,28 tỷ,28/05/2022
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-dien-bien-phu-thanh-khe-da-nang-id21569989,"💥💥Bán Nhà 3 tầng, mặt tiền Điện Biên Phủ, Thanh Khê, Đà Nẵng","Quận Thanh Khê, Đà Nẵng",100 m2,3 PN,4 WC,18 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-le-loi-hai-chau-da-nang-id21569994,"💥💥Bán Nhà mặt tiền Lê Lợi, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",87 m2,2 PN,1 WC,16 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-quang-trung-hai-chau-da-nang-id21569995,"💥💥Bán Nhà 3 tầng, mặt tiền Quang Trung, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",64 m2,5 PN,3 WC,15 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-tang-nha-mat-tien-phan-dang-luu-da-nang-id21570003,"💥💥Bán Đất, tặng nhà mặt tiền Phan Đăng Lưu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",125 m2,0 PN,0 WC,12 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-ong-ich-khiem-hai-chau-da-nang-id21569997,"💥💥Bán Nhà 3 tầng, mặt tiền Ông Ích Khiêm, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",60 m2,2 PN,2 WC,13 tỷ,28/05/2022
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-2-tang-2-mat-tien-an-hoa-1-q-cam-le-da-nang-id21491675,"💥💥 Bán Nhà 2 Tầng, 2 mặt tiền An Hòa 1, Q. Cẩm Lệ, Đà Nẵng 💥💥","Quận Cẩm Lệ, Đà Nẵng",137 m2,4 PN,3 WC,8 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-kiet-dong-da-hai-chau-da-nang-id21569943,"💥💥Bán Nhà 3 tầng, kiệt Đống Đa, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",42 m2,3 PN,3 WC,3 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-cap-4-kiet-trung-nu-vuong-hai-chau-da-nang-id21569944,"💥💥Bán Nhà cấp 4 kiệt Trưng Nữ Vương, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",58 m2,2 PN,1 WC,2 tỷ 700 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2-tang-kiet-ong-ich-khiem-hai-chau-da-nang-id21569947,"💥💥Bán Nhà 2 tầng, kiệt Ông Ích Khiêm, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",77 m2,3 PN,3 WC,5 tỷ 700 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2-tang-kiet-trung-nhi-hai-chau-da-nang-gia-4-ty-id21569961,"💥💥Bán Nhà 2 tầng, kiệt Trưng Nhị, Hải Châu, Đà Nẵng 💵 Giá 4 tỷ","Quận Hải Châu, Đà Nẵng",100 m2,3 PN,2 WC,4 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-tro-hem-hoang-dieu-hai-chau-da-nang-id21569973,"💥💥Bán Nhà trọ, hẻm Hoàng Diệu, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",142 m2,10 PN,10 WC,4 tỷ 850 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-kiet-2-thang-9-hai-chau-da-nang-id21569976,"💥💥Bán Nhà 3 tầng, kiệt 2 Tháng 9, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",43 m2,3 PN,3 WC,4 tỷ 200 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-hem-338-hoang-dieu-hai-chau-da-nang-id21569977,"💥💥Bán Nhà hẻm 338 Hoàng Diệu, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",32 m2,2 PN,2 WC,1 tỷ 780 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-mat-tien-thanh-son-hai-chau-da-nang-id21569980,"💥💥Bán Đất mặt tiền Thanh Sơn, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",161 m2,0 PN,0 WC,20 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-huynh-tan-phat-hai-chau-da-nang-id21570016,"💥💥Bán Nhà 3 tầng, mặt tiền Huỳnh Tấn Phát, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",95 m2,4 PN,3 WC,10 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-2-5-tang-mat-tien-huynh-thuc-khang-hai-chau-da-nang-id21569978,"💥💥Bán Nhà 2.5 tầng, mặt tiền Huỳnh Thúc Kháng, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",48 m2,3 PN,2 WC,7 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-2-mat-tien-khu-372-nguyen-van-linh-hai-chau-da-nang-id21570013,"💥💥Bán Đất 2 mặt tiền Khu 372 Nguyễn Văn Linh, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",134 m2,0 PN,0 WC,11 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-nguyen-xuan-on-hai-chau-da-nang-id21570017,"💥💥Bán Nhà 3 tầng, mặt tiền Nguyễn Xuân Ôn, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",98 m2,3 PN,3 WC,8 tỷ 350 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-tang-nha-mat-tien-tran-tan-moi-hai-chau-da-nang-id21570019,"💥💥Bán Đất, tặng nhà mặt tiền Trần Tấn Mới, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",82 m2,0 PN,0 WC,6 tỷ 300 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-2-tang-kiet-nguyen-tri-phuong-hai-chau-da-nang-id21570020,"💥💥Bán Nhà 2 tầng, kiệt Nguyễn Tri Phương, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",168 m2,4 PN,4 WC,5 tỷ 800 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-tang-nha-mat-tien-huynh-ly-hai-chau-da-nang-id21570023,"💥💥Bán Đất, tặng nhà mặt tiền Huỳnh Lý, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",56 m2,0 PN,0 WC,4 tỷ 140 triệu,28/05/2022
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-2-5-me-mat-tien-son-thuy-dong-4-ngu-hanh-son-da-nang-id21538153,"💥Bán Nhà 2.5 mê, mặt tiền Sơn Thuỷ Đông 4, Ngũ Hành Sơn, Đà Nẵng💥","Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,2 PN,2 WC,5 tỷ 400 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-5-tang-mat-tien-tong-phuoc-pho-hai-chau-da-nang-id21581066,"💥💥Bán Nhà 3.5 tầng, mặt tiền Tống Phước Phổ, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",75 m2,3 PN,3 WC,8 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-hai-phong-da-nang-gia-ban-32-ty-id21545851,"💥💥 Bán Nhà mặt tiền đường Hải Phòng, Đà Nẵng 💵 Giá bán 32 tỷ","Quận Thanh Khê, Đà Nẵng",215 m2,1 PN,1 WC,32 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-me-50m2-kiet-binh-an-7-hai-chau-da-nang-id21545841,"💥💥Bán Nhà 3 mê 50m2, kiệt Bình An 7, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",50 m2,3 PN,3 WC,3 tỷ 700 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2-tang-dep-kiet-325-hung-vuong-da-nang-gia-2-ty-470-tr-id21546729,"💥💥Bán Nhà 2 tầng đẹp kiệt 325 Hùng Vương, Đà Nẵng ✅Giá : 2 tỷ 470 tr","Quận Hải Châu, Đà Nẵng",40 m2,2 PN,2 WC,2 tỷ 470 triệu,28/05/2022
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-kiet-o-to-phan-tu-gan-bien-my-an-ngu-hanh-son-da-nang-id21606619,"Bán kiệt ô tô Phan Tứ Gần Biển Mỹ An, Ngũ Hành Sơn, Đà Nẵng.","Quận Ngũ Hành Sơn, Đà Nẵng",500 m2,0 PN,0 WC,22 tỷ,28/05/2022
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-an-hai-5-son-tra-da-nang-id21559988,"💥💥Bán Nhà 3 tầng, mặt tiền An Hải 5, Sơn Trà, Đà Nẵng","Quận Sơn Trà, Đà Nẵng",144 m2,13 PN,13 WC,7 tỷ 100 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-5-tang-mat-tien-han-thuyen-q-hai-chau-da-nang-id21562909,"💥💥Bán Nhà 5 Tầng, mặt tiền Hàn Thuyên, Q. Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",112 m2,9 PN,9 WC,11 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-dat-tang-day-tro-mat-tien-ngo-chi-lan-hai-chau-da-nang-id21562901,"💥💥Bán Đất, tặng dãy trọ mặt tiền Ngô Chi Lan, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",95 m2,4 PN,4 WC,7 tỷ 700 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-tran-duc-thao-hai-chau-da-nang-id21570006,"💥💥Bán Nhà 3 tầng, mặt tiền Trần Đức Thảo, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",129 m2,6 PN,3 WC,11 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-mat-tien-nguyen-tat-thanh-thanh-khe-da-nang-id21570007,"💥💥Bán Đất, mặt tiền Nguyễn Tất Thành, Thanh Khê, Đà Nẵng","Quận Hải Châu, Đà Nẵng",125 m2,0 PN,0 WC,11 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-2-tang-mat-tien-trung-nu-vuong-hai-chau-da-nang-id21570010,"💥💥Bán Nhà 2 tầng, mặt tiền Trưng Nữ Vương, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",50 m2,2 PN,2 WC,10 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-me-2-mat-hem-trung-nu-vuong-hai-chau-da-nang-id21581024,"💥💥Bán Nhà 3 mê 2 mặt hẻm Trưng Nữ Vương, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",36 m2,3 PN,2 WC,2 tỷ 300 triệu,28/05/2022
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-mat-tien-yen-khe-2-thanh-khe-da-nang-gia-4-ty-xxx-id21545658,"💥💥Bán Nhà mặt tiền Yên Khê 2, Thanh Khê, Đà Nẵng 💵 Giá 4 tỷ xxx","Quận Thanh Khê, Đà Nẵng",76 m2,1 PN,1 WC,4 tỷ 100 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2-mat-kiet-4m-trung-nu-vuong-hai-chau-da-nang-id21580954,"💥💥Bán Nhà 2 mặt kiệt 4m Trưng Nữ Vương, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",45 m2,1 PN,1 WC,2 tỷ 650 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-65m2-hem-hoang-thuc-tram-q-hai-chau-da-nang-id21455711,"💥💥 Bán Nhà 3 tầng 65m2, hẻm Hoàng Thúc Trâm, Q. Hải Châu, Đà Nẵng 💥","Quận Hải Châu, Đà Nẵng",65 m2,4 PN,3 WC,4 tỷ 300 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-165m2-mat-tien-nui-thanh-q-hai-chau-da-nang-id21493913,"💥💥Bán Nhà 3 Tầng 165m2, mặt tiền Núi Thành, Q. Hải Châu, Đà Nẵng💥💥","Quận Hải Châu, Đà Nẵng",165 m2,5 PN,2 WC,19 tỷ,28/05/2022
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-nha-2-5-tang-kiet-nguyen-tat-thanh-p-xuan-ha-thanh-khe-dn-id21553963,"💥💥Bán Nhà 2.5 tầng, kiệt Nguyễn Tất Thành, P. Xuân Hà, Thanh Khê, ĐN","Quận Thanh Khê, Đà Nẵng",50 m2,3 PN,2 WC,3 tỷ 50 triệu,28/05/2022
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-dich-vu/ban-can-ho-5-tang-doanh-thu-tot-gan-cho-bac-my-an-ngu-hanh-son-dn-id21537773,"💥Bán Căn hộ 5 TẦNG, doanh thu tốt, gần chợ Bắc Mỹ An, Ngũ Hành Sơn,ĐN","Quận Ngũ Hành Sơn, Đà Nẵng",400 m2,8 PN,9 WC,12 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-nha-2-tang-2-mat-kiet-dien-bien-phu-thanh-khe-da-nang-id21562063,"💥💥Bán Nhà 2 tầng 2 mặt kiệt Điện Biên Phủ, Thanh Khê, Đà Nẵng","Quận Thanh Khê, Đà Nẵng",48 m2,2 PN,2 WC,2 tỷ 450 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-mat-tien-xo-viet-nghe-tinh-da-nang-id21459764,Bán đất - mặt tiền - Xô Viết Nghệ Tĩnh - Đà Nẵng,"Quận Hải Châu, Đà Nẵng",95 m2,0 PN,0 WC,13 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-moi-3-tang-kiet-o-to-tieu-la-da-nang-id21460462,"""Bán nhà mới 3 Tầng - kiệt ô Tô - Tiểu La - Đà Nẵng","Quận Hải Châu, Đà Nẵng",50 m2,3 PN,2 WC,4 tỷ 930 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-thi-sach-da-nang-gia-6-8-ty-dt-59m2-id21462321,"Bán Nhà mặt tiền đường Thi Sách, Đà Nẵng - Giá 6.8 tỷ - DT 59m2","Quận Hải Châu, Đà Nẵng",59 m2,3 PN,4 WC,6 tỷ 800 triệu,28/05/2022
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-nguyen-du-da-nang-id21462968,"""Bán nhà 3 Tầng – mặt tiền - Nguyễn Dữ - Đà Nẵng","Quận Cẩm Lệ, Đà Nẵng",80 m2,4 PN,3 WC,5 tỷ 800 triệu,28/05/2022
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-tang-2-mat-tien-binh-hoa-5-q-cam-le-da-nang-id21491409,"💥💥 Bán Nhà 3 Tầng, 2 mặt tiền Bình Hòa 5, Q. Cẩm Lệ, Đà Nẵng 💥💥","Quận Cẩm Lệ, Đà Nẵng",97 m2,3 PN,4 WC,6 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-le-thanh-nghi-q-hai-chau-da-nang-id21492395,"💥💥Bán Nhà 3 Tầng, mặt tiền Lê Thanh Nghị, Q. Hải Châu, Đà Nẵng💥💥","Quận Hải Châu, Đà Nẵng",81 m2,3 PN,3 WC,13 tỷ 200 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-142m2-2-mat-tien-ngo-tat-to-q-hai-chau-da-nang-id21514829,"💥💥Bán Đất 142m2, 2 mặt tiền Ngô Tất Tố, Q. Hải Châu, Đà Nẵng💥💥","Quận Hải Châu, Đà Nẵng",142 m2,0 PN,0 WC,14 tỷ,28/05/2022
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-2-tang-2-mat-tien-dao-cong-chinh-p-khue-trung-cam-le-id21514847,"💥💥Bán Nhà 2 tầng, 2 mặt tiền Đào Công Chính, P. Khuê Trung, Cẩm Lệ","Quận Cẩm Lệ, Đà Nẵng",87 m2,2 PN,2 WC,4 tỷ 400 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-hem-3-5m-382-nui-thanh-p-hoa-cuong-bac-hai-chau-id21516818,"💥💥 Bán nhà 3 tầng hẻm 3.5m 382 Núi Thành, P. Hòa Cường Bắc, Hải Châu","Quận Hải Châu, Đà Nẵng",43 m2,3 PN,3 WC,3 tỷ 500 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-cap-4-mat-tien-nguyen-pham-p-hoa-cuong-bac-q-hai-chau-id21516827,"💥💥Bán Nhà cấp 4, mặt tiền Nguyễn Phẩm, P. Hòa Cường Bắc, Q. Hải Châu","Quận Hải Châu, Đà Nẵng",82 m2,2 PN,1 WC,5 tỷ 600 triệu,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2-tang-15-phong-tro-hem-2-m-k382-nui-thanh-dn-id21456131,"""Bán nhà  2 Tầng 15 phòng Trọ, hẻm 2 m, k382 Núi Thành – ĐN","Quận Hải Châu, Đà Nẵng",125 m2,15 PN,15 WC,4 tỷ 850 triệu,28/05/2022
https://mogi.vn/quan-cam-le/mua-nha-hem-ngo/ban-nha-tro-cap-4-kiet-cach-mang-thang-8-q-cam-le-da-nang-id21459758,"💥💥 Bán Nhà Trọ cấp 4, kiệt Cách Mạng Tháng 8, Q. Cẩm Lệ, Đà Nẵng 💥","Quận Cẩm Lệ, Đà Nẵng",84 m2,4 PN,4 WC,3 tỷ,28/05/2022
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-2tang-kiet-3m-k113-nguyen-chi-thanh-da-nang-id21456149,"""Bán nhà  2Tầng ,Kiệt 3m, k113 Nguyễn Chí Thanh - Đà Nẵng","Quận Hải Châu, Đà Nẵng",58 m2,4 PN,2 WC,3 tỷ 780 triệu,28/05/2022
