link,title,addr,dientich,bedroom,bathroom,price,day
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-80m2-mt-duong-nguyen-xuan-khoat-an-hai-bac-son-tra-da-nang-7-id22632928,"Bán đất 80m2 MT đường Nguyễn Xuân Khoát,An Hải Bắc, Sơn Trà,Đà Nẵng_7.","Quận Sơn Trà, Đà Nẵng",80 m2,0 PN,0 WC,7 tỷ 300 triệu,Hôm qua
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/sieu-pham-luxury-dat-346m-3-mat-tien-ngay-pho-tay-an-thuong-my-an-id22632910,"SIÊU PHẨM LUXURY_ ĐẤT 346m | 3 MẶT TIỀN_ ngay phố tây An Thượng, Mỹ An","Quận Ngũ Hành Sơn, Đà Nẵng",346 m2,0 PN,0 WC,65 tỷ,Hôm qua
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/h0t-ban-nha-2-tang-x125m2-duong-dang-nhu-lam-tho-quang-son-tra-5-25-id22655605,"H0T_Bán Nhà 2 tầng x125m2 đường Đặng Nhữ Lâm, Thọ Quang , Sơn Trà_5,25","Quận Sơn Trà, Đà Nẵng",125 m2,3 PN,2 WC,5 tỷ 250 triệu,Hôm qua
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-toa-can-ho-khu-phan-dang-luu-doanh-thu-50tr-1mb-15-phong-13-5-ty-id22626191,"Bán tòa Căn hộ khu Phan Đăng Lưu doanh thu 50tr 1mb + 15 phòng 13,5 tỷ","Quận Hải Châu, Đà Nẵng",110 m2,15 PN,16 WC,13 tỷ 500 triệu,Hôm qua
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/hang-hiem-kiet-oto-hai-chau-gan-helio-50m2-tang-nha-chi-2400-id22626747,Hàng hiếm kiệt oto Hải Châu gần Helio 50m2 tặng nhà chỉ 2400,"Quận Hải Châu, Đà Nẵng",50 m2,1 PN,1 WC,2 tỷ 400 triệu,Hôm qua
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-toa-tro-hai-chau-4850-co-9-phong-doanh-thu-25tr-thang-id22626742,Bán toà trọ Hải Châu 4850 có 9 phòng doanh thu 25tr/ tháng,"Quận Hải Châu, Đà Nẵng",120 m2,9 PN,10 WC,4 tỷ 850 triệu,Hôm qua
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-dat-tang-nha-130m2-kiet-oto-dien-bien-phu-chi-2990-id22626744,Bán đất tặng nhà 130m2 kiệt oto Điện Biên Phủ chỉ 2990,"Quận Thanh Khê, Đà Nẵng",130 m2,2 PN,1 WC,2 tỷ 990 triệu,Hôm qua
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/chi-1-6-ty-co-ngay-ho-khau-hai-chau-nha-2-tang-2pn-id22628709,"Chỉ 1,6 tỷ có ngay hộ khẩu Hải Châu nhà 2 tầng 2pn","Quận Hải Châu, Đà Nẵng",20 m2,2 PN,1 WC,1 tỷ 600 triệu,Hôm qua
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/sup-ham-nha-2-tang-kiet-huynh-ngoc-hue-gia-1790-id22628708,Sụp hầm nhà 2 tầng kiệt Huỳnh Ngọc Huệ giá 1790,"Quận Thanh Khê, Đà Nẵng",40 m2,2 PN,2 WC,1 tỷ 790 triệu,Hôm qua
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/nhinh-2-ty-nha-hai-chau-2-co-3-tang-3-phong-ngu-gan-cho-con-id22629814,Nhỉnh 2 tỷ nhà Hải Châu 2 có 3 tầng 3 phòng ngủ gần chợ Cồn,"Quận Hải Châu, Đà Nẵng",35 m2,3 PN,2 WC,2 tỷ 300 triệu,Hôm qua
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-kiet-hoang-dieu-2-tang-moi-dep-50m2-dat-gia-chi-1-85-ty-id22631470,"Bán nhà kiệt Hoàng Diệu 2 tầng mới đẹp 50m2 đất giá chỉ 1,85 tỷ","Quận Hải Châu, Đà Nẵng",50 m2,2 PN,2 WC,1 tỷ 850 triệu,Hôm qua
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-kiet-trung-nu-vuong-gan-cau-rong-chi-1-15-ty-id22634156,"Bán nhà kiệt Trưng Nữ Vương gần cầu Rồng chỉ 1,15 tỷ","Quận Hải Châu, Đà Nẵng",18 m2,2 PN,1 WC,1 tỷ 150 triệu,29/12/2024
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/nha-3-tang-kiet-trieu-nu-vuong-3pn-moi-dep-chi-2-38-ty-id22634160,"Nhà 3 tầng kiệt Triệu Nữ Vương 3pn mới đẹp chỉ 2,38 tỷ","Quận Hải Châu, Đà Nẵng",34 m2,3 PN,3 WC,2 tỷ 380 triệu,29/12/2024
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/nha-2-tang-kiet-hung-vuong-thong-ham-nghi-51m2-no-hau-chi-2-xx-ty-id22634408,"Nhà 2 tầng Kiệt Hùng Vương thông Hàm Nghi 51m2 nở hậu chỉ 2,xx tỷ","Quận Thanh Khê, Đà Nẵng",51 m2,2 PN,2 WC,2 tỷ 850 triệu,29/12/2024
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/nha-2-tang-nguyen-hoang-dat-47m2-full-noi-that-chi-2-5-ty-id22634652,"Nhà 2 tầng Nguyễn Hoàng đất 47m2 full nội thất chỉ 2,5 tỷ","Quận Hải Châu, Đà Nẵng",47 m2,2 PN,2 WC,2 tỷ 500 triệu,29/12/2024
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/day-tro-65m2-nguyen-phuoc-nguyen-chi-1-85-ty-dau-tu-sieu-tot-id22647098,"Dãy trọ 65m2 Nguyễn Phước Nguyên chỉ 1,85 tỷ đầu tư siêu tốt","Quận Thanh Khê, Đà Nẵng",65 m2,4 PN,4 WC,1 tỷ 850 triệu,29/12/2024
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/nha-kiet-ham-nghi-2-tang-full-noi-that-2250-ib-ngay-id22646422,Nhà kiệt Hàm Nghi 2 tầng full nội thất 2250 ib ngay,"Quận Thanh Khê, Đà Nẵng",32 m2,2 PN,2 WC,2 tỷ 250 triệu,29/12/2024
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/nha-ban-truong-chi-cuong-66m2-co-4-tang-4-95-ty-id22653040,"Nhà bán Trương Chí Cương 66m2 có 4 tầng 4,95 tỷ","Quận Hải Châu, Đà Nẵng",66 m2,4 PN,4 WC,4 tỷ 950 triệu,29/12/2024
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/day-tro-5-phong-duong-le-do-53m2-doanh-thu-8-5tr-thang-id22650691,"Dãy trọ 5 phòng đường Lê Độ 53m2 doanh thu 8,5tr/ tháng","Quận Thanh Khê, Đà Nẵng",53 m2,5 PN,5 WC,2 tỷ 100 triệu,29/12/2024
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/toa-can-ho-nui-thanh-7-phong-kiet-oto-dong-tien-23tr-thang-id22650684,Toà căn hộ Núi Thành 7 phòng kiệt oto dòng tiền 23tr/ tháng,"Quận Hải Châu, Đà Nẵng",59 m2,7 PN,8 WC,4 tỷ 800 triệu,29/12/2024
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-lo-duong-7-5m-pham-phu-tiet-song-song-nguyen-huu-tho-97m2-gia-6-id22649258,"Bán lô đường 7,5m Phạm Phú Tiết song song Nguyễn Hữu Thọ - 97m2- giá 6","Quận Cẩm Lệ, Đà Nẵng",97 m2,1 PN,1 WC,6 tỷ 150 triệu,29/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-lo-dat-duong-7m5-103m2-ngang-6m-khu-phu-my-an-hoa-hai-ngu-hanh-s-id22649291,"Bán lô đất đường 7m5 103m2 ngang 6m Khu Phú Mỹ An, Hòa Hải, Ngũ Hành S","Quận Ngũ Hành Sơn, Đà Nẵng",103 m2,1 PN,1 WC,3 tỷ 700 triệu,29/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-dep-3-tang-full-noi-that-duong-10m5-khu-nam-viet-a-ngu-hanh-id22649076,Bán nhà đẹp 3 tầng full Nội Thất đường 10m5 khu Nam Việt Á - Ngũ Hành,"Quận Ngũ Hành Sơn, Đà Nẵng",95 m2,3 PN,4 WC,7 tỷ 800 triệu,29/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/mat-tien-tran-khanh-du-sat-nguyen-van-thoai-cach-bien-chi-3-phut-id22648901,Mặt Tiền Trần Khánh Dư - SÁT NGUYỄN VĂN THOẠI - CÁCH BIỂN CHỈ 3 PHÚT.,"Quận Ngũ Hành Sơn, Đà Nẵng",95 m2,2 PN,2 WC,8 tỷ 800 triệu,29/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-lo-dat-duong-nguyen-dinh-chieu-nam-viet-a-62m2-ngang-6-86m-id22648885,"Bán lô đất đường Nguyễn Đình Chiểu - Nam Việt Á 62m2 ngang 6,86m","Quận Ngũ Hành Sơn, Đà Nẵng",62 m2,0 PN,0 WC,3 tỷ 600 triệu,29/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/toa-can-ho-5-tang-9-phong-cao-cap-khu-pho-tay-an-thuong-90m2-id22648852,Tòa Căn hộ 5 tầng 9 phòng cao cấp khu Phố Tây An Thượng 90m2,"Quận Ngũ Hành Sơn, Đà Nẵng",905 m2,9 PN,9 WC,17 tỷ,29/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-lo-dat-100m2-duong-my-an-25-gan-dai-hoc-kinh-te-da-nang-id22648784,Bán lô đất 100m2 đường Mỹ An 25 gần Đại Học Kinh Tế Đà Nẵng,"Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,5 tỷ 350 triệu,24/12/2024
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-duong-nguyen-xuan-khoat-gan-bien-pham-van-dong-80m2-gia-7-6-ty-id22648595,"Bán đất đường Nguyễn Xuân Khoát gần Biển Phạm Văn Đồng 80m2 giá 7,6 tỷ","Quận Sơn Trà, Đà Nẵng",80 m2,0 PN,0 WC,7 tỷ 600 triệu,24/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-can-ho-4-tang-khu-pho-tay-an-thuong-38-gia-9-ty-60m2-id22648590,Bán căn hộ 4 tầng khu Phố Tây An Thượng 38 giá 9 tỷ 60m2,"Quận Ngũ Hành Sơn, Đà Nẵng",60 m2,7 PN,7 WC,9 tỷ,24/12/2024
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-3-tang-duong-an-hai-6-phuong-an-hai-bac-7-5-ty-100m2-mt-5m-id22648587,"Bán nhà 3 Tầng đường An Hải 6 Phường An Hải Bắc  7.5 Tỷ, 100m2, MT 5m","Quận Sơn Trà, Đà Nẵng",100 m2,3 PN,2 WC,7 tỷ 500 triệu,24/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-lo-dat-bien-an-thuong-3-90m2-ngang-5-phu-hop-xay-can-ho-khach-san-id22657522,Bán lô đất Biển An Thượng 3 90m2 ngang 5 phù hợp xây căn hộ khách sạn,"Quận Ngũ Hành Sơn, Đà Nẵng",90 m2,0 PN,0 WC,18 tỷ,24/12/2024
https://mogi.vn/quan-son-tra/mua-can-ho-penthouse/em-co-can-duplex-view-song-han-cuc-dep-moi-nguoi-quan-tam-inbox-em-nhe-id22657059,Em có căn duplex view sông Hàn cực đẹp mọi người quan tâm inbox em nhé,"Quận Sơn Trà, Đà Nẵng",60 m2,2 PN,2 WC,7 tỷ 200 triệu,24/12/2024
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/chinh-chu-ban-nha-4-tang-trung-tam-hai-chau-da-nang-o-ngay-id22656755,"🏡 chính chủ bán nhà 4 tầng – trung tâm hải châu, đà nẵng – ở ngay","Quận Hải Châu, Đà Nẵng",56 m2,4 PN,4 WC,4 tỷ 700 triệu,24/12/2024
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/nha-dep-3-tang-o-ngay-le-co-hai-chau-da-nang-dien-tich-79m2-id22656581,"Nhà đẹp 3 tầng - ở ngay - lê cơ, hải châu, đà nẵng 
 diện tích: 79m2","Quận Hải Châu, Đà Nẵng",79 m2,3 PN,2 WC,4 tỷ 660 triệu,24/12/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/3-suat-ngoai-giao-duy-nhat-gia-tot-can-ho-the-vista-da-nang-id22649896,3 Suất ngoại giao duy nhất giá tốt căn hộ The Vista Đà Nẵng,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 800 triệu,24/12/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/chuyen-nhuong-2-suat-ngoai-giao-gia-tot-2pn-the-vista-da-nang-id22655746,Chuyển nhượng 2 suất ngoại giao giá tốt 2pn The Vista Đà Nẵng,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 800 triệu,24/12/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/can-ho-doi-dien-truong-dai-hoc-kien-truc-gia-goc-cdt-id22651124,Căn hộ đối diện trường đại học Kiến Trúc giá gốc CDT,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 800 triệu,24/12/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/hang-doc-quyen-can-ho-the-vista-doi-dien-truong-dai-hoc-dong-a-id22650173,Hàng độc quyền ! căn hộ The Vista đối diện trường đại học Đông Á,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 800 triệu,24/12/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/chi-tu-1-2-ty-so-huu-ngay-can-ho-truc-dien-view-phao-hoa-dinh-nhat-dn-id22653096,"Chỉ từ 1,2 tỷ sở hữu ngay căn hộ trực diện view pháo hoa đỉnh nhất ĐN","Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 800 triệu,24/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/cc-dinh-cu-my-ban-can-villa-tam-huyet-400m2-view-kenh-sinh-thai-chill-id22649898,CC-Định cư Mỹ bán căn villa tâm huyết 400m2 view kênh sinh thái chill,"Quận Ngũ Hành Sơn, Đà Nẵng",400 m2,4 PN,4 WC,12 tỷ 500 triệu,24/12/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ban-biet-thu-full-noi-that-cao-cap-view-song-ven-bien-nam-da-nang-id22653095,Bán biệt thự full nội thất cao cấp view sông ven biển nam Đà Nẵng,"Quận Ngũ Hành Sơn, Đà Nẵng",360 m2,5 PN,5 WC,15 tỷ,24/12/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/o-day-ban-can-ho-gia-goc-tu-chu-dau-tu-id22651767,Ở đây bán căn hộ giá gốc từ Chủ Đầu Tư,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 799 triệu,28/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/cc-ban-can-2pn-82m2-view-song-han-tang-cao-the-vista-da-nang-id22653535,CC- Bán căn 2pn 82m2 view sông Hàn tầng cao The Vista Đà Nẵng,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 800 triệu,28/11/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ban-dinh-thu-full-noi-that-cao-cap-khu-lang-trieu-phu-victoria-id22655260,Bán Dinh thự full nội thất cao cấp khu làng triệu phú Victoria,"Quận Ngũ Hành Sơn, Đà Nẵng",360 m2,5 PN,5 WC,18 tỷ,28/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/duy-nhat-1-can-2pn-dien-tich-82m2-ban-giao-full-noi-that-cao-cap-id22642004,Duy nhất 1 căn 2pn diện tích 82m2 bàn giao full nội thất cao cấp,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 900 triệu,28/11/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/cc-ban-can-biet-thu-tam-huyet-san-so-lau-dai-ben-canh-san-golf-brg-id22644686,"CC-Bán căn biệt thự tâm huyết ,sẵn sổ lâu dài bên cạnh sân golf BRG","Quận Ngũ Hành Sơn, Đà Nẵng",360 m2,4 PN,4 WC,13 tỷ 499 triệu,28/11/2024
https://mogi.vn/quan-hai-chau/mua-nha-biet-thu-lien-ke/cc-ban-can-nha-pho-pavillon-mat-hoa-son-canh-lotteria-da-nang-id22642001,CC-bán căn nhà phố pavillon mặt Hóa Sơn cạnh lotteria Đà Nẵng,"Quận Hải Châu, Đà Nẵng",120 m2,5 PN,5 WC,11 tỷ 599 triệu,28/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/ban-can-2pn-82m2-view-song-han-xem-phao-hoa-cuc-dinh-id22655967,Bán căn 2pn 82m2 view sông hàn xem pháo hoa cực đỉnh,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,3 tỷ 800 triệu,28/11/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/cc-ban-biet-thu-360m2-view-kenh-sinh-thai-canh-san-golf-brg-id22655969,CC-Bán biệt thự 360m2 view kênh sinh thái cạnh sân golf BRG,"Quận Ngũ Hành Sơn, Đà Nẵng",360 m2,2 PN,2 WC,12 tỷ,28/11/2024
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-lo-goc-2-mat-kiet-tang-nha-cap-4-duong-tieu-la-hai-chau-id22656239,"Bán đất lô góc 2 mặt kiệt tặng nhà cấp 4, đường tiểu la - hải châu -","Quận Hải Châu, Đà Nẵng",80 m2,0 PN,0 WC,4 tỷ 500 triệu,28/11/2024
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-lo-dat-re-nhat-mt-chinh-huu-tang-nha-cap-4-dt-132m-gia-chi-75tr-id22655619,"Bán lô đất rẻ nhất MT Chính Hữu, tặng nhà cấp 4. Dt 132m, giá chỉ 75tr","Quận Sơn Trà, Đà Nẵng",132 m2,2 PN,0 WC,9 tỷ 899 triệu,28/11/2024
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-duong-2-9-trung-tam-quan-hai-chau-da-nang-id22654360,"Bán nhà đường 2/9, trung tâm quận Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",80 m2,0 PN,0 WC,5 tỷ,28/11/2024
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-nui-thanh-hai-chau-da-nang-id22652287,"Bán nhà mặt tiền đường Núi Thành, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",100 m2,5 PN,5 WC,13 tỷ 600 triệu,28/11/2024
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-3tang-kiet-o-to-5m-tran-cao-van-thong-dinh-tien-hoang-da-nang-id22650933,"Bán nhà 3Tầng Kiệt ô tô 5m Trần Cao Vân thông Đinh Tiên Hoàng, Đà Nẵng","Quận Thanh Khê, Đà Nẵng",52 m2,3 PN,4 WC,4 tỷ 950 triệu,28/11/2024
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-kiet-o-to-nguyen-thanh-han-hai-chau-da-nang-id22650930,"Bán đất kiệt ô tô Nguyễn Thành Hãn, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",74 m2,0 PN,0 WC,3 tỷ 950 triệu,28/11/2024
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/nha-vip-hai-chau-gia-5-8-ty-song-song-duong-2-9-mt-duong-luu-quy-ky-id22649651,"NHÀ VIP Hải Châu Gía 5,8 TỶ, song song Đường 2/9, MT Đường Lưu Quý Kỳ","Quận Hải Châu, Đà Nẵng",61 m2,4 PN,4 WC,5 triệu 800 nghìn,28/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/can-ho-trung-tam-thanh-pho-da-nang-id22643288,Căn hộ trung tâm Thành Phố Đà Nẵng,"Quận Hải Châu, Đà Nẵng",76 m2,2 PN,2 WC,4 tỷ 484 triệu,07/11/2024
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/ngay-cho-hoa-khanh-va-dai-hoc-bach-khoa-da-nang-202m2-18t-id22645844,🌈🌈🌈Ngay chợ Hoà Khánh và Đại học Bách Khoa_ Đà Nẵng - 202M2-  18t,"Quận Liên Chiểu, Đà Nẵng",202 m2,4 PN,4 WC,18 tỷ,07/11/2024
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/can-ho-view-phao-hoa-tron-doi-peninsula-da-nang-gia-to-id22645047,Căn hộ view pháo hoa trọn đời - Peninsula Đà Nẵng - giá tố,"Quận Sơn Trà, Đà Nẵng",7 m2,2 PN,2 WC,5 tỷ,07/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/sam-tower-san-pham-mat-tien-song-han-dn-do-ng-tie-n-o-n-di-nh-id22645052,"Sam Tower, sản phẩm mặt tiền sông Hàn ĐN dòng tiền ổn định","Quận Hải Châu, Đà Nẵng",68 m2,2 PN,2 WC,4 tỷ 800 triệu,07/11/2024
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/cc-ban-gap-can-2pn-a-la-carte-view-bien-my-khe-duong-vo-nguyen-giap-id22645061,"CC bán gấp căn 2PN À La Carte, view biển Mỹ Khê đường Võ Nguyên Giáp","Quận Sơn Trà, Đà Nẵng",64 m2,2 PN,2 WC,3 tỷ 900 triệu,07/11/2024
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/ban-can-ho-view-bien-thanh-pho-full-noi-that-altara-suites-da-na-ng-id22645073,Bán căn hộ view biển thành phố full nội thất Altara Suites Đà Nẵng,"Quận Sơn Trà, Đà Nẵng",65 m2,1 PN,2 WC,3 tỷ 700 triệu,07/11/2024
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/ban-nhanh-can-ho-view-bien-studio-a-la-carte-tang-cao-co-do-ng-tie-n-id22645065,"Bán nhanh căn hộ view biển studio A La Carte, tầng cao,có dòng tiền","Quận Sơn Trà, Đà Nẵng",46 m2,1 PN,1 WC,2 tỷ 600 triệu,07/11/2024
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/ban-fusion-suites-can-ho-view-bien-my-khe-so-do-do-ng-tie-n-cao-id22645068,"Bán Fusion Suites căn hộ view biển Mỹ Khê, Sổ đỏ, dòng tiền cao","Quận Sơn Trà, Đà Nẵng",65 m2,2 PN,1 WC,4 tỷ 200 triệu,07/11/2024
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/chinh-chu-can-ban-nha-3-tang-mat-tien-duong-y-lan-nguyen-phi-id22644529,Chính chủ cần bán nhà 3 tầng mặt tiền đường Ỷ Lan Nguyên Phi,"Quận Hải Châu, Đà Nẵng",90 m2,3 PN,3 WC,9 tỷ 200 triệu,07/11/2024
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/chinh-chu-ban-toa-nha-vi-tri-sieu-dep-doi-dien-cau-tinh-yeu-mat-tien-id22644258,"Chính chủ bán tòa nhà vị trí siêu đẹp đối diện cầu Tình Yêu, mặt tiền","Quận Sơn Trà, Đà Nẵng",250 m2,7 PN,7 WC,80 tỷ,07/11/2024
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/chinh-chu-ban-nha-kiet-83-21a-dinh-tien-hoang-phuong-tam-thuan-quan-id22644403,"Chính chủ bán nhà kiệt 83/21A Đinh Tiên Hoàng, Phường Tam Thuận, quận","Quận Thanh Khê, Đà Nẵng",72 m2,2 PN,2 WC,3 tỷ 800 triệu,07/11/2024
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/chinh-chu-can-ban-gap-nha-mat-tien-2-tang-cu-chinh-lan-dt-198m2-id22643762,"Chính chủ cần bán gấp nhà mặt tiền 2 tầng Cù Chính Lan, DT 198m2","Quận Thanh Khê, Đà Nẵng",198 m2,3 PN,2 WC,12 tỷ 500 triệu,07/11/2024
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/chinh-chu-ban-nha-dep-kiet-338-hoang-dieu-phuong-binh-hien-quan-hai-id22643826,"Chính chủ bán nhà đẹp kiệt 338 Hoàng Diệu, phường Bình Hiên, Quận Hải","Quận Hải Châu, Đà Nẵng",40 m2,2 PN,2 WC,2 tỷ 750 triệu,07/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/so-huu-ngay-can-ho-2pn-dien-tich-82m2-view-song-han-ngam-phao-hoa-id22641967,Sở hữu ngay căn hộ 2pn diện tích 82m2 view sông hàn ngắm pháo Hoa,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,4 tỷ,07/11/2024
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/cc-ban-can-nha-tam-huyet-mat-hoa-son-ngay-khu-pho-dem-pavillon-canh-id22641052,CC-Bán căn nhà tâm huyết mặt hóa sơn ngay khu phố đêm Pavillon cạnh,"Quận Hải Châu, Đà Nẵng",120 m2,4 PN,4 WC,11 tỷ 600 triệu,07/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/so-huu-ngay-can-ho-hang-sang-giua-long-tp-da-nang-chi-tu-55tr-m2-id22641054,Sở hữu ngay căn hộ hạng sang giữa lòng tp Đà Nẵng chỉ từ 55tr/m2,"Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,4 tỷ,07/11/2024
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/toi-chinh-chu-ban-can-biet-thu-tam-huyet-360m2-regalvictoria-id22639910,Tôi chính chủ bán căn biệt thự tâm huyết 360m2 RegalVictoria,"Quận Ngũ Hành Sơn, Đà Nẵng",360 m2,4 PN,4 WC,13 tỷ 500 triệu,07/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/chi-tu-1-2-ty-so-huu-ngay-can-ho-tam-view-trieu-do-dinh-nhat-da-nang-id22640868,"Chỉ từ 1,2 tỷ sở hữu ngay căn hộ tầm view triệu đô đỉnh nhất Đà Nẵng","Quận Hải Châu, Đà Nẵng",82 m2,2 PN,2 WC,4 tỷ,07/11/2024
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/chinh-chu-ban-lo-dat-106m2-kdt-phu-my-an-canh-song-gan-bai-tam-bien-id22637487,"Chính chủ bán lô đất 106m2 KDT Phú Mỹ An , cạnh sông gần bãi tắm biển","Quận Ngũ Hành Sơn, Đà Nẵng",106 m2,0 PN,0 WC,3 tỷ 800 triệu,07/11/2024
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/5-suat-ngoai-giao-can-2pn-82m2-full-view-song-han-ngam-phao-hoa-id22637426,5 Suất ngoại giao căn 2pn 82m2 full view sông Hàn ngắm pháo hoa,"Quận Hải Châu, Đà Nẵng",76 m2,2 PN,2 WC,4 tỷ 180 triệu,07/11/2024
